nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient011
2022-09-22 10:05:58.402593: I tensorflow/core/util/util.cc:169] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
current logging run number for gym_cancer:CancerControl-v0 :  0
save checkpoint path : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/
save checkpoint format : patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 1
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  1000  decay ratio :  0.8
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  1e-05
The local computer has : 24 cores
============================================================================================
Started training at (GMT) :  2022-09-22 10:06:04
============================================================================================
Updates : 0 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.38
Updates : 5194 		 Survival : 108.0  		 Treated : 6 		 Reward : 2999.59
Updates : 5196 		 Survival : 102.0  		 Treated : 6 		 Reward : 3883.63
Updates : 5198 		 Survival : 100.0  		 Treated : 6 		 Reward : 3776.85
Updates : 5200 		 Survival : 108.0  		 Treated : 6 		 Reward : 4325.76
Updates : 5202 		 Survival : 108.0  		 Treated : 6 		 Reward : 2808.29
Updates : 5204 		 Survival : 100.0  		 Treated : 6 		 Reward : 3827.1
Updates : 5206 		 Survival : 108.0  		 Treated : 6 		 Reward : 3328.21
Updates : 5208 		 Survival : 108.0  		 Treated : 6 		 Reward : 3459.94
Updates : 5210 		 Survival : 108.0  		 Treated : 6 		 Reward : 3995.4
Updates : 5212 		 Survival : 108.0  		 Treated : 6 		 Reward : 3220.77
Updates : 5214 		 Survival : 108.0  		 Treated : 6 		 Reward : 3291.44
Updates : 5216 		 Survival : 108.0  		 Treated : 6 		 Reward : 3218.08
Updates : 5218 		 Survival : 108.0  		 Treated : 6 		 Reward : 3228.75
Updates : 5220 		 Survival : 98.0  		 Treated : 6 		 Reward : 3615.02
Updates : 5222 		 Survival : 108.0  		 Treated : 6 		 Reward : 2941.36
Updates : 5224 		 Survival : 108.0  		 Treated : 6 		 Reward : 2549.94
Updates : 5226 		 Survival : 108.0  		 Treated : 6 		 Reward : 3291.64
Updates : 5228 		 Survival : 108.0  		 Treated : 6 		 Reward : 3451.02
Updates : 5230 		 Survival : 108.0  		 Treated : 6 		 Reward : 3361.98
Updates : 5232 		 Survival : 108.0  		 Treated : 6 		 Reward : 3460.72
Updates : 5234 		 Survival : 108.0  		 Treated : 6 		 Reward : 3362.74
Updates : 5236 		 Survival : 108.0  		 Treated : 6 		 Reward : 3355.77
Updates : 5238 		 Survival : 108.0  		 Treated : 6 		 Reward : 3608.51
Updates : 5240 		 Survival : 108.0  		 Treated : 6 		 Reward : 3767.93
Updates : 5242 		 Survival : 108.0  		 Treated : 6 		 Reward : 3326.02
Updates : 5244 		 Survival : 108.0  		 Treated : 6 		 Reward : 3697.32
Updates : 5246 		 Survival : 93.0  		 Treated : 6 		 Reward : 3382.92
Updates : 5248 		 Survival : 88.0  		 Treated : 6 		 Reward : 3064.82
Updates : 5250 		 Survival : 87.0  		 Treated : 6 		 Reward : 3006.12
Updates : 5252 		 Survival : 108.0  		 Treated : 6 		 Reward : 3420.62
Updates : 5254 		 Survival : 108.0  		 Treated : 6 		 Reward : 3123.26
Updates : 5256 		 Survival : 108.0  		 Treated : 6 		 Reward : 2544.29
Updates : 5258 		 Survival : 97.0  		 Treated : 6 		 Reward : 3651.33
Updates : 5260 		 Survival : 108.0  		 Treated : 6 		 Reward : 3194.87
Updates : 5262 		 Survival : 108.0  		 Treated : 6 		 Reward : 3164.24
Updates : 5264 		 Survival : 108.0  		 Treated : 6 		 Reward : 3726.79
Updates : 5266 		 Survival : 108.0  		 Treated : 6 		 Reward : 3572.95
Updates : 5268 		 Survival : 108.0  		 Treated : 6 		 Reward : 3310.2
Updates : 5270 		 Survival : 108.0  		 Treated : 6 		 Reward : 3420.94
Updates : 5272 		 Survival : 108.0  		 Treated : 6 		 Reward : 3175.3
Updates : 5274 		 Survival : 108.0  		 Treated : 6 		 Reward : 3240.52
Updates : 5276 		 Survival : 108.0  		 Treated : 6 		 Reward : 4088.97
Updates : 5278 		 Survival : 108.0  		 Treated : 6 		 Reward : 2995.95
Updates : 5280 		 Survival : 101.0  		 Treated : 6 		 Reward : 3816.79
Updates : 5282 		 Survival : 108.0  		 Treated : 6 		 Reward : 3942.59
Updates : 5284 		 Survival : 108.0  		 Treated : 6 		 Reward : 3717.06
Updates : 5286 		 Survival : 108.0  		 Treated : 6 		 Reward : 3844.39
Updates : 5288 		 Survival : 102.0  		 Treated : 6 		 Reward : 3940.19
Updates : 5290 		 Survival : 108.0  		 Treated : 6 		 Reward : 3502.74
Updates : 5292 		 Survival : 108.0  		 Treated : 6 		 Reward : 3833.23
Updates : 5294 		 Survival : 108.0  		 Treated : 6 		 Reward : 3720.0
Updates : 5296 		 Survival : 92.0  		 Treated : 6 		 Reward : 3249.09
Updates : 5298 		 Survival : 97.0  		 Treated : 6 		 Reward : 3617.86
Updates : 5300 		 Survival : 108.0  		 Treated : 6 		 Reward : 3250.15
Updates : 5302 		 Survival : 108.0  		 Treated : 6 		 Reward : 3390.51
Updates : 5304 		 Survival : 103.0  		 Treated : 6 		 Reward : 3652.23
Updates : 5306 		 Survival : 108.0  		 Treated : 6 		 Reward : 4093.16
Updates : 5308 		 Survival : 108.0  		 Treated : 6 		 Reward : 3987.65
Updates : 5310 		 Survival : 86.0  		 Treated : 6 		 Reward : 2820.28
Updates : 5312 		 Survival : 108.0  		 Treated : 6 		 Reward : 3826.63
Updates : 5314 		 Survival : 108.0  		 Treated : 6 		 Reward : 3793.31
Updates : 5316 		 Survival : 108.0  		 Treated : 6 		 Reward : 4093.16
Updates : 5318 		 Survival : 108.0  		 Treated : 6 		 Reward : 3730.34
Updates : 5320 		 Survival : 108.0  		 Treated : 6 		 Reward : 3550.69
Updates : 5322 		 Survival : 108.0  		 Treated : 6 		 Reward : 3373.23
Updates : 5324 		 Survival : 108.0  		 Treated : 6 		 Reward : 3830.74
Updates : 5326 		 Survival : 101.0  		 Treated : 6 		 Reward : 3763.3
Updates : 5328 		 Survival : 108.0  		 Treated : 6 		 Reward : 3000.47
Updates : 5330 		 Survival : 99.0  		 Treated : 6 		 Reward : 3695.41
Updates : 5332 		 Survival : 108.0  		 Treated : 6 		 Reward : 3381.43
Updates : 5334 		 Survival : 108.0  		 Treated : 6 		 Reward : 3345.68
Updates : 5336 		 Survival : 108.0  		 Treated : 6 		 Reward : 3698.8
Updates : 5338 		 Survival : 108.0  		 Treated : 6 		 Reward : 3241.95
Updates : 5340 		 Survival : 108.0  		 Treated : 6 		 Reward : 3556.08
Updates : 5342 		 Survival : 94.0  		 Treated : 6 		 Reward : 3407.47
Updates : 5344 		 Survival : 94.0  		 Treated : 6 		 Reward : 3407.47
Updates : 5346 		 Survival : 108.0  		 Treated : 6 		 Reward : 3068.39
Updates : 5348 		 Survival : 108.0  		 Treated : 6 		 Reward : 3430.67
Updates : 5350 		 Survival : 108.0  		 Treated : 6 		 Reward : 2823.25
Updates : 5352 		 Survival : 95.0  		 Treated : 6 		 Reward : 3519.31
Updates : 5354 		 Survival : 108.0  		 Treated : 6 		 Reward : 3526.46
Updates : 5356 		 Survival : 88.0  		 Treated : 6 		 Reward : 2992.41
Updates : 5358 		 Survival : 108.0  		 Treated : 6 		 Reward : 4100.58
Updates : 5360 		 Survival : 108.0  		 Treated : 6 		 Reward : 3439.67
Updates : 5362 		 Survival : 108.0  		 Treated : 6 		 Reward : 4089.88
Updates : 5364 		 Survival : 108.0  		 Treated : 6 		 Reward : 3189.38
Updates : 5366 		 Survival : 97.0  		 Treated : 6 		 Reward : 3581.55
Updates : 5368 		 Survival : 108.0  		 Treated : 6 		 Reward : 3662.03
Updates : 5370 		 Survival : 108.0  		 Treated : 6 		 Reward : 3976.8
Updates : 5372 		 Survival : 108.0  		 Treated : 6 		 Reward : 3379.97
Updates : 5374 		 Survival : 98.0  		 Treated : 6 		 Reward : 3615.02
Updates : 5376 		 Survival : 98.0  		 Treated : 6 		 Reward : 3663.06
Updates : 5378 		 Survival : 108.0  		 Treated : 6 		 Reward : 3694.95
Updates : 5380 		 Survival : 108.0  		 Treated : 6 		 Reward : 3414.05
Updates : 5382 		 Survival : 99.0  		 Treated : 6 		 Reward : 3695.41
Updates : 5384 		 Survival : 79.0  		 Treated : 6 		 Reward : 2286.45
Updates : 5386 		 Survival : 108.0  		 Treated : 6 		 Reward : 3564.36
Updates : 5388 		 Survival : 108.0  		 Treated : 6 		 Reward : 3568.94
Updates : 5390 		 Survival : 107.0  		 Treated : 6 		 Reward : 4128.47
Updates : 5392 		 Survival : 108.0  		 Treated : 6 		 Reward : 3917.0
Updates : 5394 		 Survival : 108.0  		 Treated : 6 		 Reward : 3561.94
Updates : 5396 		 Survival : 99.0  		 Treated : 6 		 Reward : 3612.84
Updates : 5398 		 Survival : 108.0  		 Treated : 6 		 Reward : 3806.56
Updates : 5400 		 Survival : 108.0  		 Treated : 6 		 Reward : 3959.39
Updates : 5402 		 Survival : 105.0  		 Treated : 6 		 Reward : 4021.35
Updates : 5404 		 Survival : 103.0  		 Treated : 6 		 Reward : 3923.01
Updates : 5406 		 Survival : 97.0  		 Treated : 6 		 Reward : 3571.99
Updates : 5408 		 Survival : 100.0  		 Treated : 6 		 Reward : 3709.55
Updates : 5410 		 Survival : 101.0  		 Treated : 6 		 Reward : 3763.3
Updates : 5412 		 Survival : 108.0  		 Treated : 6 		 Reward : 3448.86
Updates : 5414 		 Survival : 108.0  		 Treated : 6 		 Reward : 3575.09
Updates : 5416 		 Survival : 108.0  		 Treated : 6 		 Reward : 3970.26
Updates : 5418 		 Survival : 108.0  		 Treated : 6 		 Reward : 4079.68
Updates : 5420 		 Survival : 108.0  		 Treated : 6 		 Reward : 4093.16
Updates : 5422 		 Survival : 108.0  		 Treated : 6 		 Reward : 3869.95
Updates : 5424 		 Survival : 108.0  		 Treated : 6 		 Reward : 4194.59
Updates : 5426 		 Survival : 108.0  		 Treated : 6 		 Reward : 3753.9
Updates : 5428 		 Survival : 108.0  		 Treated : 6 		 Reward : 4162.03
Updates : 5430 		 Survival : 108.0  		 Treated : 6 		 Reward : 4010.38
Updates : 5432 		 Survival : 104.0  		 Treated : 6 		 Reward : 3775.98
Updates : 5434 		 Survival : 108.0  		 Treated : 6 		 Reward : 3831.28
Updates : 5436 		 Survival : 101.0  		 Treated : 6 		 Reward : 3734.84
Updates : 5438 		 Survival : 108.0  		 Treated : 6 		 Reward : 3743.12
Updates : 5440 		 Survival : 108.0  		 Treated : 6 		 Reward : 3356.1
Updates : 5442 		 Survival : 108.0  		 Treated : 6 		 Reward : 2848.66
Updates : 5444 		 Survival : 108.0  		 Treated : 6 		 Reward : 3496.52
Updates : 5446 		 Survival : 108.0  		 Treated : 6 		 Reward : 3196.84
Updates : 5448 		 Survival : 108.0  		 Treated : 6 		 Reward : 3867.37
Updates : 5450 		 Survival : 104.0  		 Treated : 6 		 Reward : 3844.91
Updates : 5452 		 Survival : 108.0  		 Treated : 6 		 Reward : 3949.99
Updates : 5454 		 Survival : 108.0  		 Treated : 6 		 Reward : 4127.66
Updates : 5456 		 Survival : 42.0  		 Treated : 6 		 Reward : 535.97
Updates : 5458 		 Survival : 108.0  		 Treated : 6 		 Reward : 3909.21
Updates : 5460 		 Survival : 95.0  		 Treated : 6 		 Reward : 3519.31
Updates : 5462 		 Survival : 90.0  		 Treated : 6 		 Reward : 3122.65
Updates : 5464 		 Survival : 108.0  		 Treated : 6 		 Reward : 4064.85
Updates : 5466 		 Survival : 108.0  		 Treated : 6 		 Reward : 3789.29
Updates : 5468 		 Survival : 93.0  		 Treated : 6 		 Reward : 3409.77
Updates : 5470 		 Survival : 108.0  		 Treated : 6 		 Reward : 3510.46
Updates : 5472 		 Survival : 108.0  		 Treated : 6 		 Reward : 4240.17
Updates : 5474 		 Survival : 108.0  		 Treated : 6 		 Reward : 3691.92
Updates : 5476 		 Survival : 108.0  		 Treated : 6 		 Reward : 3815.17
Updates : 5478 		 Survival : 108.0  		 Treated : 6 		 Reward : 3122.75
Updates : 5480 		 Survival : 108.0  		 Treated : 6 		 Reward : 4195.91
Updates : 5482 		 Survival : 108.0  		 Treated : 6 		 Reward : 3331.79
Updates : 5484 		 Survival : 108.0  		 Treated : 6 		 Reward : 3843.75
Updates : 5486 		 Survival : 108.0  		 Treated : 6 		 Reward : 3807.53
Updates : 5488 		 Survival : 108.0  		 Treated : 6 		 Reward : 3855.19
Updates : 5490 		 Survival : 108.0  		 Treated : 6 		 Reward : 3592.69
Updates : 5492 		 Survival : 92.0  		 Treated : 6 		 Reward : 3302.7
Updates : 5494 		 Survival : 86.0  		 Treated : 6 		 Reward : 2973.17
Updates : 5496 		 Survival : 91.0  		 Treated : 6 		 Reward : 3270.85
Updates : 5498 		 Survival : 99.0  		 Treated : 6 		 Reward : 3541.92
Updates : 5500 		 Survival : 108.0  		 Treated : 6 		 Reward : 3767.85
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/final/patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  2:31:05
--------------------------------------------------------------------------------------------
Updates : 5502 		 Survival : 108.0  		 Treated : 6 		 Reward : 3830.18
Updates : 5504 		 Survival : 108.0  		 Treated : 6 		 Reward : 3975.01
Updates : 5506 		 Survival : 108.0  		 Treated : 6 		 Reward : 3560.64
Updates : 5508 		 Survival : 108.0  		 Treated : 6 		 Reward : 3807.51
Updates : 5510 		 Survival : 108.0  		 Treated : 6 		 Reward : 3435.59
Updates : 5512 		 Survival : 108.0  		 Treated : 6 		 Reward : 3859.15
Updates : 5514 		 Survival : 108.0  		 Treated : 6 		 Reward : 4085.27
Updates : 5516 		 Survival : 105.0  		 Treated : 6 		 Reward : 4021.35
Updates : 5518 		 Survival : 108.0  		 Treated : 6 		 Reward : 3671.19
Updates : 5520 		 Survival : 108.0  		 Treated : 6 		 Reward : 3668.71
Updates : 5522 		 Survival : 95.0  		 Treated : 6 		 Reward : 3564.49
Updates : 5524 		 Survival : 102.0  		 Treated : 6 		 Reward : 3709.79
Updates : 5526 		 Survival : 108.0  		 Treated : 6 		 Reward : 3631.11
Updates : 5528 		 Survival : 108.0  		 Treated : 6 		 Reward : 3625.14
Updates : 5530 		 Survival : 108.0  		 Treated : 6 		 Reward : 3879.16
Updates : 5532 		 Survival : 108.0  		 Treated : 6 		 Reward : 3918.64
Updates : 5534 		 Survival : 106.0  		 Treated : 6 		 Reward : 4101.16
Updates : 5536 		 Survival : 108.0  		 Treated : 6 		 Reward : 4260.33
Updates : 5538 		 Survival : 103.0  		 Treated : 6 		 Reward : 3923.01
Updates : 5540 		 Survival : 104.0  		 Treated : 6 		 Reward : 4061.22
Updates : 5542 		 Survival : 100.0  		 Treated : 6 		 Reward : 3683.57
Updates : 5544 		 Survival : 108.0  		 Treated : 6 		 Reward : 3201.08
Updates : 5546 		 Survival : 108.0  		 Treated : 6 		 Reward : 4156.98
Updates : 5548 		 Survival : 108.0  		 Treated : 6 		 Reward : 3966.41
Updates : 5550 		 Survival : 108.0  		 Treated : 6 		 Reward : 4048.57
Updates : 5552 		 Survival : 108.0  		 Treated : 6 		 Reward : 3580.55
Updates : 5554 		 Survival : 108.0  		 Treated : 6 		 Reward : 3900.43
Updates : 5556 		 Survival : 94.0  		 Treated : 6 		 Reward : 3363.33
Updates : 5558 		 Survival : 108.0  		 Treated : 6 		 Reward : 3411.81
Updates : 5560 		 Survival : 108.0  		 Treated : 6 		 Reward : 3782.96
Updates : 5562 		 Survival : 108.0  		 Treated : 6 		 Reward : 3926.51
Updates : 5564 		 Survival : 108.0  		 Treated : 6 		 Reward : 3714.79
Updates : 5566 		 Survival : 108.0  		 Treated : 6 		 Reward : 4042.68
Updates : 5568 		 Survival : 94.0  		 Treated : 6 		 Reward : 3376.85
Updates : 5570 		 Survival : 108.0  		 Treated : 6 		 Reward : 3986.85
Updates : 5572 		 Survival : 100.0  		 Treated : 6 		 Reward : 3776.85
Updates : 5574 		 Survival : 105.0  		 Treated : 6 		 Reward : 4083.93
Updates : 5576 		 Survival : 108.0  		 Treated : 6 		 Reward : 4149.47
Updates : 5578 		 Survival : 100.0  		 Treated : 6 		 Reward : 3667.67
Updates : 5580 		 Survival : 108.0  		 Treated : 6 		 Reward : 3990.88
Updates : 5582 		 Survival : 108.0  		 Treated : 6 		 Reward : 3550.88
Updates : 5584 		 Survival : 108.0  		 Treated : 6 		 Reward : 3382.48
Updates : 5586 		 Survival : 108.0  		 Treated : 6 		 Reward : 3702.16
Updates : 5588 		 Survival : 108.0  		 Treated : 6 		 Reward : 3769.77
Updates : 5590 		 Survival : 108.0  		 Treated : 6 		 Reward : 3190.3
Updates : 5592 		 Survival : 108.0  		 Treated : 6 		 Reward : 4093.16
Updates : 5594 		 Survival : 108.0  		 Treated : 6 		 Reward : 4093.16
Updates : 5596 		 Survival : 108.0  		 Treated : 6 		 Reward : 3733.41
Updates : 5598 		 Survival : 108.0  		 Treated : 6 		 Reward : 3509.53
Updates : 5600 		 Survival : 108.0  		 Treated : 6 		 Reward : 3724.78
Updates : 5602 		 Survival : 108.0  		 Treated : 6 		 Reward : 3672.94
Updates : 5604 		 Survival : 108.0  		 Treated : 6 		 Reward : 3835.97
Updates : 5606 		 Survival : 108.0  		 Treated : 6 		 Reward : 4004.06
Updates : 5608 		 Survival : 108.0  		 Treated : 6 		 Reward : 3637.57
Updates : 5610 		 Survival : 108.0  		 Treated : 6 		 Reward : 3834.8
Updates : 5612 		 Survival : 91.0  		 Treated : 6 		 Reward : 3242.54
Updates : 5614 		 Survival : 94.0  		 Treated : 6 		 Reward : 3441.55
Updates : 5616 		 Survival : 108.0  		 Treated : 6 		 Reward : 3403.54
Updates : 5618 		 Survival : 108.0  		 Treated : 6 		 Reward : 3832.56
Updates : 5620 		 Survival : 92.0  		 Treated : 6 		 Reward : 3249.09
Updates : 5622 		 Survival : 93.0  		 Treated : 6 		 Reward : 3430.51
Updates : 5624 		 Survival : 108.0  		 Treated : 6 		 Reward : 4151.68
Updates : 5626 		 Survival : 108.0  		 Treated : 6 		 Reward : 3655.17
Updates : 5628 		 Survival : 108.0  		 Treated : 6 		 Reward : 3736.32
Updates : 5630 		 Survival : 99.0  		 Treated : 6 		 Reward : 3656.35
Updates : 5632 		 Survival : 108.0  		 Treated : 6 		 Reward : 3719.42
Updates : 5634 		 Survival : 108.0  		 Treated : 6 		 Reward : 4149.47
Updates : 5636 		 Survival : 108.0  		 Treated : 6 		 Reward : 4231.01
Updates : 5638 		 Survival : 104.0  		 Treated : 6 		 Reward : 4061.58
Updates : 5640 		 Survival : 108.0  		 Treated : 6 		 Reward : 4122.74
Updates : 5642 		 Survival : 99.0  		 Treated : 6 		 Reward : 3745.56
Updates : 5644 		 Survival : 108.0  		 Treated : 6 		 Reward : 3866.82
Updates : 5646 		 Survival : 108.0  		 Treated : 6 		 Reward : 3127.63
Updates : 5648 		 Survival : 108.0  		 Treated : 6 		 Reward : 3283.36
Updates : 5650 		 Survival : 108.0  		 Treated : 6 		 Reward : 3596.85
Updates : 5652 		 Survival : 108.0  		 Treated : 6 		 Reward : 3740.89
Updates : 5654 		 Survival : 80.0  		 Treated : 6 		 Reward : 2498.61
Updates : 5656 		 Survival : 81.0  		 Treated : 6 		 Reward : 2554.97
Updates : 5658 		 Survival : 108.0  		 Treated : 6 		 Reward : 3583.82
Updates : 5660 		 Survival : 108.0  		 Treated : 6 		 Reward : 3192.85
Updates : 5662 		 Survival : 90.0  		 Treated : 6 		 Reward : 3145.47
Updates : 5664 		 Survival : 108.0  		 Treated : 6 		 Reward : 3573.43
Updates : 5666 		 Survival : 108.0  		 Treated : 6 		 Reward : 3900.24
Updates : 5668 		 Survival : 102.0  		 Treated : 6 		 Reward : 3897.36
Updates : 5670 		 Survival : 101.0  		 Treated : 6 		 Reward : 3811.28
Updates : 5672 		 Survival : 108.0  		 Treated : 6 		 Reward : 3968.38
Updates : 5674 		 Survival : 108.0  		 Treated : 6 		 Reward : 4056.14
Updates : 5676 		 Survival : 107.0  		 Treated : 6 		 Reward : 4292.91
Updates : 5678 		 Survival : 108.0  		 Treated : 6 		 Reward : 3457.19
Updates : 5680 		 Survival : 98.0  		 Treated : 6 		 Reward : 3663.06
Updates : 5682 		 Survival : 108.0  		 Treated : 6 		 Reward : 3233.18
Updates : 5684 		 Survival : 97.0  		 Treated : 6 		 Reward : 3651.33
Updates : 5686 		 Survival : 108.0  		 Treated : 6 		 Reward : 3702.18
Updates : 5688 		 Survival : 100.0  		 Treated : 6 		 Reward : 3545.07
Updates : 5690 		 Survival : 108.0  		 Treated : 6 		 Reward : 4012.32
Updates : 5692 		 Survival : 103.0  		 Treated : 6 		 Reward : 3812.04
Updates : 5694 		 Survival : 108.0  		 Treated : 6 		 Reward : 3846.16
Updates : 5696 		 Survival : 108.0  		 Treated : 6 		 Reward : 4131.06
Updates : 5698 		 Survival : 108.0  		 Treated : 6 		 Reward : 3942.56
Updates : 5700 		 Survival : 108.0  		 Treated : 6 		 Reward : 3989.59
Updates : 5702 		 Survival : 108.0  		 Treated : 6 		 Reward : 3901.69
Updates : 5704 		 Survival : 93.0  		 Treated : 6 		 Reward : 3418.65
Updates : 5706 		 Survival : 88.0  		 Treated : 6 		 Reward : 3038.65
Updates : 5708 		 Survival : 108.0  		 Treated : 6 		 Reward : 3200.2
Updates : 5710 		 Survival : 108.0  		 Treated : 6 		 Reward : 3960.77
Updates : 5712 		 Survival : 108.0  		 Treated : 6 		 Reward : 3909.87
Updates : 5714 		 Survival : 94.0  		 Treated : 6 		 Reward : 3438.11
Updates : 5716 		 Survival : 108.0  		 Treated : 6 		 Reward : 2882.41
Updates : 5718 		 Survival : 96.0  		 Treated : 6 		 Reward : 3501.07
Updates : 5720 		 Survival : 108.0  		 Treated : 6 		 Reward : 3547.07
Updates : 5722 		 Survival : 108.0  		 Treated : 6 		 Reward : 3856.07
Updates : 5724 		 Survival : 108.0  		 Treated : 6 		 Reward : 3205.17
Updates : 5726 		 Survival : 108.0  		 Treated : 6 		 Reward : 3345.35
Updates : 5728 		 Survival : 108.0  		 Treated : 6 		 Reward : 3857.65
Updates : 5730 		 Survival : 108.0  		 Treated : 6 		 Reward : 4206.3
Updates : 5732 		 Survival : 108.0  		 Treated : 6 		 Reward : 3039.77
Updates : 5734 		 Survival : 108.0  		 Treated : 6 		 Reward : 3890.19
Updates : 5736 		 Survival : 108.0  		 Treated : 6 		 Reward : 4206.3
Updates : 5738 		 Survival : 108.0  		 Treated : 6 		 Reward : 3431.43
Updates : 5740 		 Survival : 108.0  		 Treated : 6 		 Reward : 3858.85
Updates : 5742 		 Survival : 108.0  		 Treated : 6 		 Reward : 3778.23
Updates : 5744 		 Survival : 108.0  		 Treated : 6 		 Reward : 3596.72
Updates : 5746 		 Survival : 108.0  		 Treated : 6 		 Reward : 3417.02
Updates : 5748 		 Survival : 108.0  		 Treated : 6 		 Reward : 3693.93
Updates : 5750 		 Survival : 91.0  		 Treated : 6 		 Reward : 3258.32
Updates : 5752 		 Survival : 88.0  		 Treated : 6 		 Reward : 3038.65
Updates : 5754 		 Survival : 108.0  		 Treated : 6 		 Reward : 3361.07
Updates : 5756 		 Survival : 91.0  		 Treated : 6 		 Reward : 3242.54
Updates : 5758 		 Survival : 108.0  		 Treated : 6 		 Reward : 3286.95
Updates : 5760 		 Survival : 91.0  		 Treated : 6 		 Reward : 3200.41
Updates : 5762 		 Survival : 108.0  		 Treated : 6 		 Reward : 3499.57
Updates : 5764 		 Survival : 108.0  		 Treated : 6 		 Reward : 3298.82
Updates : 5766 		 Survival : 108.0  		 Treated : 6 		 Reward : 3296.09
Updates : 5768 		 Survival : 108.0  		 Treated : 6 		 Reward : 3961.77
Updates : 5770 		 Survival : 108.0  		 Treated : 6 		 Reward : 3808.02
Updates : 5772 		 Survival : 108.0  		 Treated : 6 		 Reward : 3779.19
Updates : 5774 		 Survival : 108.0  		 Treated : 6 		 Reward : 3203.19
Updates : 5776 		 Survival : 108.0  		 Treated : 6 		 Reward : 3395.19
Updates : 5778 		 Survival : 108.0  		 Treated : 6 		 Reward : 3896.54
Updates : 5780 		 Survival : 108.0  		 Treated : 6 		 Reward : 3932.19
Updates : 5782 		 Survival : 107.0  		 Treated : 6 		 Reward : 3971.22
Updates : 5784 		 Survival : 108.0  		 Treated : 6 		 Reward : 3460.43
Updates : 5786 		 Survival : 108.0  		 Treated : 6 		 Reward : 3246.6
Updates : 5788 		 Survival : 108.0  		 Treated : 6 		 Reward : 3468.01
Updates : 5790 		 Survival : 108.0  		 Treated : 6 		 Reward : 3530.66
